"id","logtarg"
957,1.35728357713522
2062,1.73194976668065
2232,1.62152075854138
2623,0.77428973920336
3000,0.771436710729746
3263,1.0845970023103
3620,0.936809838638089
3735,1.43380015520667
4014,0.721886247747474
4405,1.09809401735244
4715,1.36981694463483
4812,1.14126233850042
4847,1.02657978907034
4898,1.29258024903075
5061,1.33106487614419
5754,1.02759396202529
5908,1.09546538171565
6084,2.63400495055549
6203,1.02896188610353
6629,1.46993353688274
6882,0.990709791419212
7005,1.07088126158817
7080,1.77533077019303
7285,1.11502157012127
7439,1.31611964928885
8125,0.754651889247927
9695,0.973168053799359
9857,0.984449109238179
11282,1.18234913838989
11770,0.817904774267595
11789,2.98321335776873
14591,1.23678607857735
15415,1.6322654531451
15571,1.11999664195181
16586,0.681456322842034
17108,1.11331571984742
17205,1.45438678910223
17604,1.32685684015386
18147,0.935677391035422
19356,2.05138704840583
19739,1.60419748983954
19810,1.22601806520636
19941,1.53353166259442
22454,1.07683323683661
22608,0.646594047281242
22667,1.24484477187921
22934,0.550111009930838
23426,0.788335116392266
23574,1.01318096421374
23981,0.70942544972404
24570,1.24291647942008
24597,0.934921842402305
24945,1.12940789433861
25313,1.29794359926011
25380,1.32191083818678
25682,1.38902779502343
25690,1.59430538107698
26891,0.816728978781011
28347,1.36370227039387
30600,1.39891195879682
31690,1.2494748372515
32514,1.3509023602847
32565,1.20159273799148
32581,1.16581745469918
33570,0.924799161297488
34045,2.31195923549393
34681,1.16879351243749
34789,1.34071516662734
35408,1.51489132476712
35424,1.07673395081618
35971,1.24177191833767
36854,0.538109258190739
38130,1.54937882921787
38288,0.755763382915408
38482,0.844804296213604
39217,0.00206661911180105
40975,1.37363552314951
41904,1.18214980425653
43524,1.2316405911166
44369,1.48871604384553
44890,0.93009057332149
46108,1.05828034985155
46663,0.752512089094412
47155,1.07999558285819
47163,1.44283484012353
47260,1.26059470862343
48267,1.16296817071371
48372,1.08594420605469
48607,0.649003674569244
48968,1.42844882831382
49069,0.927467067207817
50040,1.47927917832999
50199,1.55866264193048
51110,1.15469669644101
51349,1.04110723244086
51403,0.531097177997445
51640,5.22264127728372
51691,1.07034619216168
51810,0.920217894203073
52248,1.5853256733809
54127,1.62401672562518
54275,1.46797571113188
56030,0.988602117671095
58505,1.00545029524483
58718,1.52774407352082
59048,2.01410046787751
59668,1.12387959836382
60380,0.979856968220967
60542,1.03113033805953
61301,1.59092179319375
61468,1.10675518509054
61514,1.76583558061845
62243,1.36917896338838
62359,0.926511894193441
62928,1.04996064246107
63410,1.52859475329233
64602,1.51111309397705
64882,0.658745488523391
65463,1.10579231886889
66516,0.752968789930411
67512,1.45307854691167
67970,3.18643001830866
68004,0.589402602237266
68810,1.056937652571
69825,1.13723135346456
69973,1.12018537781308
70009,1.16555640919146
70416,0.80739915070168
70840,0.987021540686769
71153,1.29448072933358
73156,0.290047747264907
73504,0.970892255405423
73636,1.04122684096196
75221,1.2129109175773
75256,1.28680915578629
75264,1.64914712759083
75523,0.899485858353141
75698,0.851417473478764
76228,1.09341658251225
76651,0.703071790345385
76767,0.987200237582586
76996,1.01545135090258
77615,0.517016012612481
78085,1.28104800952011
78646,1.2860101508121
79375,1.09498467761314
80497,1.2924618101815
81043,0.619703719257502
81159,1.76630736476914
82384,0.248100917972172
83518,1.0256008274156
84166,0.7893161338378
84638,1.30659978960272
84794,1.10388233837013
85154,0.896298771578345
85685,1.01764782492334
86002,-0.444812253089836
86177,1.20582722084564
87530,0.884758862670086
87661,1.14213678083103
87807,1.20032337486205
88161,1.92391297879413
88234,1.49091896290777
88447,1.42073018810724
89028,1.46500758716262
89338,0.800426239846231
89753,1.7081340005914
89850,1.5446162647274
92274,0.58700531810881
92436,1.0633818164313
92541,1.11214182924779
93211,1.2863538069739
93580,1.1310083325198
94340,1.27557752214111
94455,1.00786463675186
94781,1.59215150722197
95303,1.15284366469287
96237,1.23379373174609
97284,2.55203726565442
97381,1.67665531995001
97721,1.30686635127545
99708,0.684901975109982
99830,1.08092408941326
100064,0.873293755217757
101168,1.1731997626058
102784,1.09826384881702
103314,0.219837742743595
103373,1.87567540241207
103535,1.10415963658236
103764,1.37992986196843
104256,1.31784267066054
104795,0.787056127389021
105562,1.49473912409796
105600,1.10501061802667
106801,1.60666069138599
107590,0.898309922357877
108820,1.16983761973073
109436,0.783778512808217
109983,1.40649301493327
110426,1.17764732807478
110620,1.26407838177534
110728,1.43868554672043
111066,1.04638567548913
111694,1.26545744534125
111830,1.25202387107961
111856,1.16020329192708
112240,1.27661990241662
112950,1.24222762308102
113166,1.28482170117465
113174,1.36480045622825
113271,0.311125577940877
115223,1.17041685134304
116114,1.27128076348947
116394,1.03067709052201
116440,1.10793495281465
118001,0.792464031871917
118508,1.27502424626199
119318,1.11541595902303
121789,1.42536370564222
121819,1.26654120915262
121916,1.19670095393841
122327,0.980190356105995
122378,0.72286134068284
122530,1.10790239271981
123331,1.4821067796373
123340,1.37545744205579
124834,2.23827130178934
125580,1.44192998434025
125741,1.11771986374268
126306,1.08545677080719
126446,1.47758704957224
126586,1.04865637265366
126659,1.23276195488798
127213,0.843274803949858
127353,1.88096203866029
128600,1.06100617685315
128759,1.17765754126843
129747,1.97379038714324
130257,0.471399655310053
130494,1.65670310147659
131350,1.32442328570639
132187,1.02750598736265
132390,1.84451142032355
132683,1.18618087266921
132780,1.08914033720658
133000,1.06134954623211
133370,1.48934068413072
133612,1.12949779908534
134511,1.18188063276504
135054,1.38280314416309
135887,1.94062633738023
136646,1.31276571230932
136697,0.93799105790519
138037,1.67152935892471
138690,1.0419352917972
139165,1.50658185974811
140058,1.27238521419568
140767,1.36168514731965
141097,1.38594105178359
141836,1.04609501856271
142727,1.08111715616958
144029,1.49599460512045
145947,2.57050450138125
146277,2.03893833440381
146587,1.33863082067225
146838,0.654556019973973
147648,1.14404461386267
147702,1.22887409743922
148920,1.17625171223794
148938,1.07798378373426
149330,0.907439795205326
149438,0.944538732863917
150185,1.0727665032065
150525,1.54136500186903
150568,0.986115370520924
150797,1.36649201587403
150843,1.13225892716188
151033,1.13726188330541
152463,1.31600126981272
152749,1.11250686337602
153630,1.29027755929108
154113,1.16521980433735
154202,1.33658450466796
155373,1.48951617445261
155527,0.280054657679408
158577,1.2930701795816
158712,1.40497576972784
158798,1.19843638605584
158909,0.84926915723453
159190,1.42874585156341
159670,1.43682812247942
159930,0.760070077354018
161730,0.687703119129483
164615,3.46044955160645
164690,0.178937173063774
166200,1.01966495538414
167347,1.32382357109055
168939,1.16840406513413
169943,1.22877907680673
170526,1.03414305796169
171220,1.32108442201488
171883,1.17998051808017
172014,1.51871083181861
172464,1.11303012062708
172537,1.73281414253016
172774,0.339369961532191
173720,1.18876652891375
173940,0.966349859557909
173975,1.12121648774891
174696,0.711591291124296
175315,1.50807466299943
175420,0.867605834410415
175897,1.17068301518258
177156,0.905593555199097
177440,1.33993607943741
178012,1.02916787726442
178020,1.19321815449188
178357,1.23514593848193
179019,0.668736620099587
179035,4.50252774088587
179043,1.4735085488823
180084,1.05482283887626
180971,1.21185223635629
181510,0.928137622777812
182311,0.653147550841428
183024,1.15756861505227
183970,0.284082998691696
186180,0.982785368455927
186619,1.60192839776194
187070,1.21718799576275
187330,1.24665212666152
187518,0.264124251197883
188387,1.07750942888133
189073,1.00443162241649
189294,1.08500389204185
189570,1.74948242194269
190519,0.847602517064956
195367,1.29169217932451
196100,1.47546804310273
196118,1.19070721899536
197360,0.931860457917632
197440,0.815621051791619
198226,1.18091145979815
198412,0.661124479269364
199524,1.06342641420816
199788,0.967358907250929
199958,1.20681821552391
200026,1.23400134092311
200174,1.14459180869718
200786,1.19692548495467
201596,1.15920108563326
201707,1.81965517898063
201995,0.743170621563558
202835,1.05357193057394
204188,1.23851846460564
204382,0.841145313208028
204900,0.308360739124531
207071,2.34231619100376
208612,1.17743354592513
210218,1.98242235904875
211729,-0.173315955089997
212768,1.24270100525365
213144,1.22485283503966
213659,0.645836195618656
213837,1.42740967656718
213985,1.04129522263271
214043,1.20849138306396
214698,1.34883619626443
215139,1.33365562924015
215228,0.784313594250962
215562,0.769206222431059
216143,1.37880306910752
218723,1.36393019153076
220477,0.49038246442801
220736,0.882122516412775
222054,1.12826904430485
222135,1.35142969196158
222780,1.30901945159498
223450,1.20657068045917
224030,1.03533651382204
224383,0.357988201939769
225371,1.71541709613857
225940,1.18072681648411
226122,0.660522244433535
226424,1.2809231567088
227447,1.14620301909815
227897,-0.223094296083142
228230,0.952868308338383
228893,0.968071360355297
229415,1.32052185835353
230308,0.726798814264428
230502,1.01136044903712
231703,0.818032699646601
232866,0.969838767886293
232904,1.25857372378876
233064,1.26613942528016
233137,1.51624504065236
237930,0.929737225573999
239275,1.05058616582779
239500,1.27963203365836
241750,0.817273424880351
243779,1.1870266423782
244090,0.964745363228346
244228,1.35735940147321
244635,0.768257875674244
245577,0.923069093955944
245739,1.11017911263246
246247,1.36444234119854
247820,1.24968039444245
247898,0.94359628726257
248762,1.05615300231566
248800,1.34139583868614
248835,1.19501943098647
249599,1.0415157843912
249963,0.299387383318119
250996,1.47504582693185
251372,1.22386266259433
251828,1.06876976301249
252638,0.641106818056684
252700,0.946409836262318
252875,1.10058621277211
253014,1.33393144389895
253502,1.25156744708777
254088,2.18078512027081
254398,1.07979975943569
254444,0.708641424857236
254533,1.08184719539537
254924,1.37259675457971
257524,1.23545972482387
257834,1.10878320330553
258695,-0.510146191842244
258784,1.15028032037739
260614,1.1799196831969
260797,1.610421981953
261084,0.478548544580619
261416,1.24460030776108
261696,0.738486288619949
264369,0.807057607831022
264989,0.741592539882587
266884,0.83024273995872
267929,0.784775407168004
270776,0.972441713665604
272116,2.81020600513439
273953,1.07442946101796
275450,1.19541730702304
